,address,artists,city,county,full_address,id,images,latitude,longitude,notes,state,neighborhood
109,2217 Springwells Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Springwells Street, Detroit, MI, USA",m0347,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0347.jpg,42.311156,-83.127016,,Michigan,Springwells Village
110,751 Griswold Street,BUNNIE REISS,Detroit,Wayne County,"Griswold Street, Detroit, MI, USA",m0622,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0622.jpg,42.331344,-83.047978,,Michigan,Downtown Detroit
111,14864 Mendota Street,"CARL OXLEY III', 'MARK SENGBUSCH",Detroit,Wayne County,"Detroit, MI, USA",m0036,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0036.jpg,42.398649,-83.164515,Painted by Summer in the City,Michigan,Detroit
112,2120 Orleans Street,unknown,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0142,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0142.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
113,2036 Calumet Street,unknown,Detroit,Wayne County,"Calumet Street, Detroit, MI, USA",m0220,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0220.jpg,42.345028,-83.081963,,Michigan,Core City
114,7892 Chrysler Drive,MALT,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0060,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0060.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
115,2726 Riopelle Street,KASHINK,Detroit,Wayne County,"Riopelle Street, Detroit, MI, USA",m0116,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0116.jpg,42.348416,-83.039909,,Michigan,Eastern Market
116,6400 John R Street,SYDNEY G. JAMES,Detroit,Wayne County,"East Baltimore Avenue, Detroit, MI, USA",m0606,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0606.jpg,42.369277,-83.069775,,Michigan,Milwaukee Junction
117,1801 Michigan Avenue,JOEY SALAMON,Detroit,Wayne County,"1801 Michigan Ave, Detroit, MI, USA",m0072,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0072.jpg,42.330966,-83.070799,,Michigan,Corktown
118,7892 Chrysler Drive,"ELLEN RUTT', 'JESSE KASSEL",Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0215,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0215.jpg,42.378455,-83.062162,located in parking lot,Michigan,Milwaukee Junction
119,1425 Gratiot Avenue,SINTEX,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0372,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0372.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
120,19937 Schoenherr Street,unknown,Detroit,Wayne County,"Schoenherr Street, Detroit, MI, USA",m0422,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0422.jpg,42.442988,-82.985435,,Michigan,Greensbriar
121,14864 Mendota Street,"RYAN MCGINNESS', 'TONY HAWK",Detroit,Wayne County,"Detroit, MI, USA",m0586,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0586.jpg,42.398649,-83.164515,,Michigan,Detroit
122,82 West Warren Avenue,unknown,Detroit,Wayne County,"West Warren Avenue, Detroit, MI, USA",m0602,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0602.jpg,42.356254,-83.066271,,Michigan,Wayne State
123,2934 Russell Street,CARL NEILBOCK,Detroit,Wayne County,"Wilkins Street, Detroit, MI, USA",m0041,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0041.jpg,42.349417,-83.041865,,Michigan,Eastern Market
124,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0565,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0565.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
125,5436 Michigan Avenue,"BEN HESSKAMP', 'ALAN THOMAS', 'TEO BRANT",Detroit,Wayne County,"5432 Michigan Ave, Detroit, MI, USA",m0696,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0696.jpg,42.331477,-83.110342,,Michigan,Detroit
126,18065 Fenmore Street,unknown,Detroit,Wayne County,"Southfield Freeway, Detroit, MI, USA",m0012,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0012.jpg,42.422023,-83.219104,,Michigan,Detroit
127,8281 Westwood Street,HUBERT MASSEY,Detroit,Wayne County,"Westwood Street, Detroit, MI, USA",m0018,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0018.jpg,42.35349,-83.23092,,Michigan,Warrendale
128,650 Alfred Street,LAURA FINLAY,Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0286,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0286.jpg,42.346058,-83.046597,,Michigan,Brush Park
129,780 Woodward Avenue,unknown,Detroit,Wayne County,"Woodward Avenue, Detroit, MI, USA",m0446,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0446.jpg,42.331827,-83.046212,,Michigan,Downtown Detroit
130,3740 Joseph Campau Avenue,DASIC FERNÁNDEZ,Detroit,Wayne County,"Joseph Campau Street, Detroit, MI, USA",m0457,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0457.jpg,42.358885,-83.032549,,Michigan,Detroit
131,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0535,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0535.jpg,42.308834,-83.120887,,Michigan,Springwells Village
132,1846 Michigan Avenue,ZACH YARRINGTON,Detroit,Wayne County,"1842 Michigan Ave, Detroit, MI, USA",m0074,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0074.jpg,42.331713,-83.07138,,Michigan,Corktown
133,14864 Mendota Street,"RSK', 'THE YOK', 'SHERYO', 'PHYBR",Detroit,Wayne County,"Detroit, MI, USA",m0062,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0062.jpg,42.398649,-83.164515,,Michigan,Detroit
134,125 Winder Street,RON ZAKRIN,Detroit,Wayne County,"Winder Street, Detroit, MI, USA",m0112,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0112.jpg,42.341619,-83.05127,Located In alley,Michigan,Sports Center
135,1425 Gratiot Avenue,RONE,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0150,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0150.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
136,2600 East Grand Boulevard,TONY RAVE,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0163,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0163.jpg,42.376903,-83.05722,"behind building on Division St,",Michigan,Milwaukee Junction
137,4500 Van Dyke Street,"ELLEN RUTT', 'OUIZI', 'JONNY ALEXANDER",Detroit,Wayne County,"4500 Van Dyke, Detroit, MI, USA",m0058,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0058.jpg,42.372652,-83.009891,,Michigan,Detroit
138,2600 East Grand Boulevard,GREG MIKE,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0214,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0214.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
139,8 Schaefer Highway,SYDNEY G. JAMES,Detroit,Wayne County,"Schaefer Highway, Detroit, MI, USA",m0013,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0013.jpg,42.445088,-83.181,,Michigan,Detroit
140,650 Alfred Street,MARY IVERSON,Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0276,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0276.jpg,42.346058,-83.046597,located in parking lot,Michigan,Brush Park
141,167199 Witherell Street,WYLAND,Detroit,Wayne County,"Witherell Street, Detroit, MI, USA",m0033,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0033.jpg,42.336899,-83.04936,,Michigan,Downtown Detroit
142,7892 Chrysler Drive,"FEL3000FT', 'MALT",Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0234,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0234.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
143,1230 Library Street,MINDFIELD,Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0571,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0571.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
144,400 Piquette Avenue,DETROITLIVES!,Detroit,Wayne County,"Brush Street, Detroit, MI, USA",m0056,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0056.jpg,42.367908,-83.065972,,Michigan,Milwaukee Junction
145,5505 U.S. 12,BIRDO,Detroit,Wayne County,"Michigan Avenue, Detroit, MI, USA",m0073,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0073.jpg,42.331172,-83.110721,,Michigan,Detroit
146,1425 Gratiot Avenue,JONNY ALEXANDER,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0039,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0039.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
147,5432 Michigan Avenue,unknown,Detroit,Wayne County,"5428 Michigan Ave, Detroit, MI, USA",m0099,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0099.jpg,42.331478,-83.110249,,Michigan,Detroit
148,1801 Division Street,OUIZI,Detroit,Wayne County,"Division Street, Detroit, MI, USA",m0159,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0159.jpg,42.348464,-83.037826,,Michigan,Eastern Market
149,299 Ferdinand Street,unknown,Detroit,Wayne County,"Ferdinand Street, Detroit, MI, USA",m0529,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0529.jpg,42.309686,-83.093024,,Michigan,Delray
150,3945 Lincoln Street,"WC BEVAN', 'UNKNOWN",Detroit,Wayne County,"Lincoln Street, Detroit, MI, USA",m0699,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0699.jpg,42.345242999999996,-83.07342,,Michigan,Woodbridge
151,19758 Stahelin Avenue,SUMMER IN THE CITY,Detroit,Wayne County,"Stahelin Avenue, Detroit, MI, USA",m0005,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0005.jpg,42.436138,-83.228029,,Michigan,Detroit
152,2120 Orleans Street,FEL3000FT,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0198,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0198.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
153,14864 Mendota Street,TYLONN SAWYER,Detroit,Wayne County,"Detroit, MI, USA",m0282,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0282.jpg,42.398649,-83.164515,,Michigan,Detroit
154,19628 Hamburg Street,unknown,Detroit,Wayne County,"Hamburg Street, Detroit, MI, USA",m0412,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0412.jpg,42.440006,-82.997509,,Michigan,Osborn
155,330 West Congress Street,unknown,Detroit,Wayne County,"West Congress Street, Detroit, MI, USA",m0490,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0490.jpg,42.328559,-83.04963,,Michigan,Downtown Detroit
156,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0549,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0549.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
157,1425 Gratiot Avenue,unknown,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0579,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0579.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
158,14864 Mendota Street,NYCHOS,Detroit,Wayne County,"Detroit, MI, USA",m0639,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0639.jpg,42.398649,-83.164515,,Michigan,Detroit
159,Livernois & 8 Mile Green Acres,JESSE KASSEL,Detroit,Wayne County,"Livernois Avenue, Detroit, MI, USA",m0016,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0016.jpg,42.445771,-83.141892,"Painted by Marlobro, Leah Rutt, & Volunteers",Michigan,Detroit
160,299 Ferdinand Street,unknown,Detroit,Wayne County,"Ferdinand Street, Detroit, MI, USA",m0308,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0308.jpg,42.309686,-83.093024,,Michigan,Delray
161,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0334,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0334.jpg,42.398649,-83.164515,,Michigan,Detroit
162,24313 Grand River Avenue,DUSTIN SPAGNOLA,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0396,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0396.jpg,42.425526,-83.280624,,Michigan,The Eye
163,4415 Vernor Highway,SUMMER IN THE CITY,Detroit,Wayne County,"4415 W Vernor, Detroit, MI, USA",m0492,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0492.jpg,42.319795,-83.09592,,Michigan,Mexicantown - Southwest Detroit
164,1425 Gratiot Avenue,NICOLE MACDONALD,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0513,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0513.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
165,1845 18th Street,PAT PERRY,Detroit,Wayne County,"Newark Street, Detroit, MI, USA",m0674,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0674.jpg,42.327436,-83.07932,,Michigan,Hubbard Richard
166,11332 East McNichols Road,"PHIL SIMPSON', 'TONY RAVE",Detroit,Wayne County,"East McNichols Road, Detroit, MI, USA",m0040,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0040.jpg,42.419843,-83.008391,,Michigan,LaSalle College Park
167,2600 East Grand Boulevard,TYLONN SAWYER,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0161,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0161.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
168,2217 Springwells Street,"FREDDY DIAZ', 'MEGGS",Detroit,Wayne County,"Springwells Street, Detroit, MI, USA",m0337,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0337.jpg,42.311156,-83.127016,,Michigan,Springwells Village
169,14864 Mendota Street,FREDDY DIAZ,Detroit,Wayne County,"Detroit, MI, USA",m0048,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0048.jpg,42.398649,-83.164515,,Michigan,Detroit
170,8301 Logan Street,ALL SAINTS CENTER,Detroit,Wayne County,"Logan Street, Detroit, MI, USA",m0342,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0342.jpg,42.30572,-83.126628,,Michigan,Springwells Village
171,20145 Conant Street,BROZILLA,Detroit,Wayne County,"Conant Street, Detroit, MI, USA",m0464,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0464.jpg,42.44319,-83.081063,,Michigan,Detroit
172,1528 Randolph Street,SUMMER IN THE CITY,Detroit,Wayne County,"Madison Street, Detroit, MI, USA",m0034,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0034.jpg,42.337179,-83.046473,behind the building,Michigan,Downtown Detroit
173,230 West Larned Street,CHARLES MCGEE,Detroit,Wayne County,"234 W Larned, Detroit, MI, USA",m0581,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0581.jpg,42.328418,-83.048214,,Michigan,Downtown Detroit
174,66 East Forest Avenue,RENDA WRITER,Detroit,Wayne County,"66 East Forest Avenue, Detroit, MI, USA",m0029,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0029.jpg,42.354844,-83.061481,,Michigan,Midtown
175,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0459,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0459.jpg,42.398649,-83.164515,,Michigan,Detroit
176,3900 West Fort Street,unknown,Detroit,Wayne County,"Vinewood Street, Detroit, MI, USA",m0408,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0408.jpg,42.314907,-83.085239,,Michigan,Mexicantown - Southwest Detroit
177,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0081,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0081.jpg,42.398649,-83.164515,,Michigan,Detroit
178,2600 East Grand Boulevard,"NYCHOS', 'FLYING FORTRESS",Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0110,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0110.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
179,14864 Mendota Street,WC BEVAN,Detroit,Wayne County,"Detroit, MI, USA",m0071,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0071.jpg,42.398649,-83.164515,,Michigan,Detroit
180,2663 Michigan Avenue,unknown,Detroit,Wayne County,"2663 Michigan Ave, Detroit, MI, USA",m0130,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0130.jpg,42.33113,-83.083383,,Michigan,Mexicantown - Southwest Detroit
181,2949 Gratiot Avenue,PAT PERRY,Detroit,Wayne County,"2939 Gratiot, Detroit, MI, USA",m0028,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0028.jpg,42.356261,-83.029968,,Michigan,Detroit
182,2120 Orleans Street,FEL3000FT,Detroit,Wayne County,"Dequindre Cut Greenway, Detroit, MI, USA",m0141,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0141.jpg,42.344774,-83.034144,,Michigan,Lafayette Park
183,1325 Maple Street,MISS VAN,Detroit,Wayne County,"Maple Street, Detroit, MI, USA",m0296,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0296.jpg,42.34169,-83.039141,,Michigan,Lafayette Park
184,1551 12th Street,unknown,Detroit,Wayne County,"Rosa Parks Boulevard, Detroit, MI, USA",m0357,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0357.jpg,42.327375,-83.069491,,Michigan,West Side Industrial
185,17516 East Warren Avenue,BENNIE WHITE,Detroit,Wayne County,"East Warren Avenue, Detroit, MI, USA",m0411,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0411.jpg,42.407991,-82.92455,,Michigan,Cornerstone Village
186,17464 Mound Road,unknown,Detroit,Wayne County,"East Davison Street, Detroit, MI, USA",m0486,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0486.jpg,42.422386,-83.043441,,Michigan,Detroit
187,5244 Cass Avenue,"MICHAEL BURDICK', 'JAMES NOELLERT",Detroit,Wayne County,"Cass Avenue, Detroit, MI, USA",m0057,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0057.jpg,42.358963,-83.068361,PAINTED BY JORDAN ZIELKE AND KELLY GOLDEN,Michigan,Wayne State
188,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0106,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0106.jpg,42.398649,-83.164515,,Michigan,Detroit
189,24313 Grand River Avenue,unknown,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0399,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0399.jpg,42.425526,-83.280624,,Michigan,The Eye
190,20145 Conant Street,BROZILLA,Detroit,Wayne County,"Conant Street, Detroit, MI, USA",m0463,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0463.jpg,42.44319,-83.081063,,Michigan,Detroit
191,1425 Gratiot Avenue,CURTIS LEWIS,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0042,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0042.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
192,14864 Mendota Street,"WC BEVAN', 'BIRDCAP', 'NOSEY42",Detroit,Wayne County,"Detroit, MI, USA",m0612,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0612.jpg,42.398649,-83.164515,,Michigan,Detroit
193,15466 Plainview Avenue,GRANDMONT ROSEDALE YOUTH,Detroit,Wayne County,"Plainview Avenue, Detroit, MI, USA",m0011,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0011.jpg,42.403058,-83.236261,,Michigan,Minock Park
194,14864 Mendota Street,SINTEX,Detroit,Wayne County,"Detroit, MI, USA",m0299,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0299.jpg,42.398649,-83.164515,,Michigan,Detroit
195,24313 Grand River Avenue,ELTON DURAN,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0009,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0009.jpg,42.425526,-83.280624,,Michigan,The Eye
196,650 Alfred Street,"SHAINA KASZTELAN', 'HEIDI BARLOW",Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0271,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0271.jpg,42.346058,-83.046597,,Michigan,Brush Park
197,8115 Vernor Highway,ELLEN RUTT,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0326,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0326.jpg,42.310746,-83.128917,,Michigan,Springwells Village
198,14864 Mendota Street,ALEX SENNA,Detroit,Wayne County,"Detroit, MI, USA",m0471,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0471.jpg,42.398649,-83.164515,,Michigan,Detroit
199,5995 Caniff Street,DABS MYLA,Detroit,Wayne County,"Caniff Street, Detroit, MI, USA",m0452,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0452.jpg,42.406298,-83.040262,,Michigan,Hamtramck
200,8302 Cahalan Street,unknown,Detroit,Wayne County,"Mullane Street, Detroit, MI, USA",m0545,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0545.jpg,42.307283,-83.127504,,Michigan,Springwells Village
201,2600 East Grand Boulevard,"DOYLE', 'DETROIT SIGN PAINTERS",Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0626,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0626.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
202,2556 Michigan Avenue,"OUIZI', 'WC BEVAN",Detroit,Wayne County,"2556 Michigan Ave, Detroit, MI, USA",m0066,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0066.jpg,42.33164,-83.081413,,Michigan,Mexicantown - Southwest Detroit
203,8302 Cahalan Street,unknown,Detroit,Wayne County,"Mullane Street, Detroit, MI, USA",m0544,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0544.jpg,42.307283,-83.127504,,Michigan,Springwells Village
204,15539 14th Street,MICHAEL OLSZEWSKI,Detroit,Wayne County,"14th Street, Detroit, MI, USA",m0077,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0077.jpg,42.40602,-83.120108,,Michigan,Detroit
205,7892 Chrysler Drive,BEN SAGINAW,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0144,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0144.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
206,800 North Rademacher Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Casgrain Street, Detroit, MI, USA",m0311,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0311.jpg,42.306281,-83.107159,,Michigan,Mexicantown - Southwest Detroit
207,14864 Mendota Street,FREDDY DIAZ,Detroit,Wayne County,"Detroit, MI, USA",m0351,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0351.jpg,42.398649,-83.164515,,Michigan,Detroit
208,6030 Rivard Street,OUIZI,Detroit,Wayne County,"Piquette Avenue, Detroit, MI, USA",m0063,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0063.jpg,42.370972,-83.058287,,Michigan,Milwaukee Junction
209,1061 East Canfield Street,"MONICA CANILAO', 'PAT PERRY', 'BEN WOLF', 'NICK MANN', 'OUIZI",Detroit,Wayne County,"Rivard Street, Detroit, MI, USA",m0097,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0097.jpg,42.357209,-83.049415,located In alley,Michigan,Forest Park
210,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0479,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0479.jpg,42.398649,-83.164515,,Michigan,Detroit
211,400 Piquette Avenue,RYAN HERBERHOLZ,Detroit,Wayne County,"Brush Street, Detroit, MI, USA",m0067,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0067.jpg,42.367908,-83.065972,,Michigan,Milwaukee Junction
212,2600 East Grand Boulevard,HEBRU BRANTLEY,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0109,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0109.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
213,230 East Grand River Avenue,CLEON PETERSON,Detroit,Wayne County,"East Grand River Avenue, Detroit, MI, USA",m0129,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0129.jpg,42.336,-83.046552,located in the Belt,Michigan,Downtown Detroit
214,7892 Chrysler Drive,MEGGS,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0287,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0287.jpg,42.378455,-83.062162,located in parking lot,Michigan,Milwaukee Junction
215,24313 Grand River Avenue,"WC BEVAN', 'BIRDCAP', 'NOSEY42",Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0080,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0080.jpg,42.425526,-83.280624,,Michigan,The Eye
216,780 Woodward Avenue,FEL3000FT,Detroit,Wayne County,"Woodward Avenue, Detroit, MI, USA",m0092,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0092.jpg,42.331827,-83.046212,,Michigan,Downtown Detroit
217,4000 Lakewood Street,"CARL OXLEY III', 'MARK SENGBUSCH', 'JOHN HICKS', 'CHAD P. HUNT', 'GREG FREDERICK', 'DAVE DANIELSON",Detroit,Wayne County,"Lakewood Street, Detroit, MI, USA",m0096,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0096.jpg,42.387781,-82.955397,Painted by Summer in the City,Michigan,Detroit
218,1335 Adelaide Street,"GHOST BEARD', 'PATCH WHISKY",Detroit,Wayne County,"Adelaide Street, Detroit, MI, USA",m0121,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0121.jpg,42.346065,-83.041184,,Michigan,Eastern Market
