,address,artists,city,county,full_address,id,images,latitude,longitude,notes,state,neighborhood
449,6500 Desmond Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"6600 Desmond, Detroit, MI, USA",m0313,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0313.jpg,42.314447,-83.113666,,Michigan,Mexicantown - Southwest Detroit
450,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0534,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0534.jpg,42.308834,-83.120887,,Michigan,Springwells Village
451,2600 East Grand Boulevard,CHRIS SAUNDERS,Detroit,Wayne County,"Orleans Street, Detroit, MI, USA",m0265,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0265.jpg,42.376903,-83.05722,,Michigan,Milwaukee Junction
452,8115 Vernor Highway,FREDDY DIAZ,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0307,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0307.jpg,42.310746,-83.128917,,Michigan,Springwells Village
453,975 Mack Avenue,HOXXOH,Detroit,Wayne County,"Mack Avenue, Detroit, MI, USA",m0269,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0269.jpg,42.351513,-83.046979,,Michigan,Forest Park
454,395 Covington Drive,unknown,Detroit,Wayne County,"2nd Avenue, Detroit, MI, USA",m0489,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0489.jpg,42.420234,-83.109554,,Michigan,Detroit
455,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0588,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0588.jpg,42.398649,-83.164515,,Michigan,Detroit
456,17125 Conant Street,FEL3000FT,Detroit,Wayne County,"17125 Conant, Detroit, MI, USA",m0324,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0324.jpg,42.418961,-83.064148,,Michigan,Detroit
457,3112 Dubois Street,unknown,Detroit,Wayne County,"Watson Street, Detroit, MI, USA",m0607,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0607.jpg,42.352783,-83.034444,,Michigan,Detroit
458,5777 Van Dyke Street,JESSE NEUMANN,Detroit,Wayne County,"Van Dyke Street, Detroit, MI, USA",m0584,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0584.jpg,42.381918,-83.016941,,Michigan,Detroit
459,2205 Erskine Street,"SYDNEY G. JAMES', 'ASKEW",Detroit,Wayne County,"Erskine Street, Detroit, MI, USA",m0270,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0270.jpg,42.353387,-83.034797,,Michigan,Detroit
460,9148 Rosa Parks Boulevard,HUBERT MASSEY,Detroit,Wayne County,"9138 Rosa Parks Blvd, Detroit, MI, USA",m0429,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0429.jpg,42.37704,-83.099695,,Michigan,Virginia Park
461,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0473,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0473.jpg,42.398649,-83.164515,,Michigan,Detroit
462,5157 Vermont Street,unknown,Detroit,Wayne County,"Bryant Street, Detroit, MI, USA",m0417,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0417.jpg,42.35186,-83.085114,,Michigan,Woodbridge
463,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0568,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0568.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
464,7892 Chrysler Drive,DENIAL,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0278,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0278.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
465,650 Alfred Street,"HOXXOH', 'BRIAN LACEY",Detroit,Wayne County,"Alfred Street, Detroit, MI, USA",m0273,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0273.jpg,42.346058,-83.046597,,Michigan,Brush Park
466,7703 Oakland Avenue,JULIAN SPRADLIN,Detroit,Wayne County,"Oakland Avenue, Detroit, MI, USA",m0281,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0281.jpg,42.376783,-83.066489,,Michigan,North End
467,8115 Vernor Highway,unknown,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0303,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0303.jpg,42.310746,-83.128917,,Michigan,Springwells Village
468,1409 Washington Boulevard,BEVERLY FISHMAN,Detroit,Wayne County,"1431 Washington Blvd, Detroit, MI, USA",m0614,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0614.jpg,42.334159,-83.051698,Painted by Midtown Sign Company,Michigan,Downtown Detroit
469,7900 Mack Avenue,NDUBISI OKOYE,Detroit,Wayne County,"7900 Mack Avenue, Detroit, MI, USA",m0687,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0687.jpg,42.366448,-83.006801,,Michigan,Islandview
470,7892 Chrysler Drive,KIRSTIN FARR,Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0293,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0293.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
471,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0557,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0557.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
472,2540 McDougall Street,"PERSUE', 'KWEST",Detroit,Wayne County,"Hendricks Street, Detroit, MI, USA",m0288,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0288.jpg,42.352698,-83.025946,,Michigan,McDougall - Hunt
473,8115 Vernor Highway,PABLO DAVIS,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0315,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0315.jpg,42.310746,-83.128917,"Year Unknown, est 1980s",Michigan,Springwells Village
474,3546 Michigan Avenue,NATE OTTO,Detroit,Wayne County,"3546 Michigan Ave, Detroit, MI, USA",m0623,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0623.jpg,42.33166,-83.092985,,Michigan,Mexicantown - Southwest Detroit
475,1425 Gratiot Avenue,APEXER,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0295,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0295.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
476,3900 West Fort Street,unknown,Detroit,Wayne County,"Vinewood Street, Detroit, MI, USA",m0407,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0407.jpg,42.314907,-83.085239,,Michigan,Mexicantown - Southwest Detroit
477,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0575,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0575.jpg,42.398649,-83.164515,,Michigan,Detroit
478,5505 U.S. 12,ERIC KELLY,Detroit,Wayne County,"Michigan Avenue, Detroit, MI, USA",m0327,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0327.jpg,42.331172,-83.110721,located in rear building,Michigan,Detroit
479,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0560,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0560.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
480,5505 U.S. 12,unknown,Detroit,Wayne County,"Michigan Avenue, Detroit, MI, USA",m0318,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0318.jpg,42.331172,-83.110721,,Michigan,Detroit
481,14864 Mendota Street,SUMMER IN THE CITY,Detroit,Wayne County,"Detroit, MI, USA",m0493,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0493.jpg,42.398649,-83.164515,,Michigan,Detroit
482,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0566,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0566.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
483,5 Woodward Avenue,ROBERT SESTOK,Detroit,Wayne County,"West Jefferson Avenue, Detroit, MI, USA",m0329,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0329.jpg,42.328617,-83.04502,,Michigan,Downtown Detroit
484,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0550,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0550.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
485,2939 Woodward Avenue,"ANTHONY LEE', 'GLENNA GOODACRE",Detroit,Wayne County,"2939 Woodward Avenue, Detroit, MI, USA",m0358,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0358.jpg,42.343678,-83.055994,,Michigan,Cass Corridor
486,14864 Mendota Street,CARATOES,Detroit,Wayne County,"Detroit, MI, USA",m0363,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0363.jpg,42.398649,-83.164515,,Michigan,Detroit
487,1461 Mullane Street,THE SOUTHWEST URBAN ARTS MURAL PROJECT,Detroit,Wayne County,"Longworth Street, Detroit, MI, USA",m0340,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0340.jpg,42.30492,-83.126063,,Michigan,Springwells Village
488,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0590,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0590.jpg,42.398649,-83.164515,,Michigan,Detroit
489,2135 Michigan Avenue,BEN SAGINAW,Detroit,Wayne County,"2133 Michigan Ave, Detroit, MI, USA",m0356,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0356.jpg,42.331125,-83.075692,,Michigan,Mexicantown - Southwest Detroit
490,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0555,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0555.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
491,14864 Mendota Street,MEGGS,Detroit,Wayne County,"Detroit, MI, USA",m0366,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0366.jpg,42.398649,-83.164515,,Michigan,Detroit
492,24313 Grand River Avenue,"CARL OXLEY III', 'MARK SENGBUSCH', 'SUMMER IN THE CITY",Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0350,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0350.jpg,42.425526,-83.280624,,Michigan,The Eye
493,8115 Vernor Highway,unknown,Detroit,Wayne County,"West Vernor Highway, Detroit, MI, USA",m0414,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0414.jpg,42.310746,-83.128917,,Michigan,Springwells Village
494,14864 Mendota Street,"CHELSEA SKINNER', 'ADWITY BORNA",Detroit,Wayne County,"Detroit, MI, USA",m0485,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0485.jpg,42.398649,-83.164515,,Michigan,Detroit
495,931 West Alexandrine Street,ANTHONY LEE,Detroit,Wayne County,"West Alexandrine Street, Detroit, MI, USA",m0361,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0361.jpg,42.347756,-83.069049,,Michigan,Midtown
496,24313 Grand River Avenue,PHILIPPE MASTROCOLA,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0388,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0388.jpg,42.425526,-83.280624,,Michigan,The Eye
497,Livernois & 8 Mile Green Acres,Michael Owen,Detroit,Wayne County,"Livernois Avenue, Detroit, MI, USA",m0439,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0439.jpg,42.445771,-83.141892,,Michigan,Detroit
498,3740 Joseph Campau Avenue,unknown,Detroit,Wayne County,"Joseph Campau Street, Detroit, MI, USA",m0458,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0458.jpg,42.358885,-83.032549,,Michigan,Detroit
499,1425 East Jefferson Avenue,"CARL OXLEY III', 'MARK SENGBUSCH",Detroit,Wayne County,"East Jefferson Avenue, Detroit, MI, USA",m0353,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0353.jpg,42.334419,-83.031552,,Michigan,Lafayette Park
500,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0592,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0592.jpg,42.398649,-83.164515,,Michigan,Detroit
501,6001 Russell Street,unknown,Detroit,Wayne County,"Harper Avenue, Detroit, MI, USA",m0377,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0377.jpg,42.370037,-83.057035,,Michigan,Milwaukee Junction
502,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0537,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0537.jpg,42.308834,-83.120887,,Michigan,Springwells Village
503,8300 Trinity Street,unknown,Detroit,Wayne County,"Trinity Street, Detroit, MI, USA",m0601,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0601.jpg,42.353744,-83.246804,,Michigan,Detroit
504,82 West Warren Avenue,MUCKROCK,Detroit,Wayne County,"West Warren Avenue, Detroit, MI, USA",m0375,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0375.jpg,42.356254,-83.066271,,Michigan,Wayne State
505,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0561,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0561.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
506,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0593,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0593.jpg,42.398649,-83.164515,,Michigan,Detroit
507,82 West Warren Avenue,ARMAGEDDON BEACHPARTY,Detroit,Wayne County,"West Warren Avenue, Detroit, MI, USA",m0381,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0381.jpg,42.356254,-83.066271,,Michigan,Wayne State
508,24313 Grand River Avenue,unknown,Detroit,Wayne County,"Grand River Avenue, Detroit, MI, USA",m0403,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0403.jpg,42.425526,-83.280624,,Michigan,The Eye
509,1425 Gratiot Avenue,NIC NOTION,Detroit,Wayne County,"Gratiot Avenue, Detroit, MI, USA",m0580,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0580.jpg,42.344682,-83.037965,,Michigan,Lafayette Park
510,Mt Elliott & Larned Elmwood Park,PHYBR,Detroit,Wayne County,"East Congress Street, Detroit, MI, USA",m0621,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0621.jpg,42.345159,-83.011067,,Michigan,Detroit
511,5167 Wabash Street,AIR CREW CHICAGO,Detroit,Wayne County,"Wabash Street, Detroit, MI, USA",m0392,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0392.jpg,42.351623,-83.08648,,Michigan,Woodbridge
512,1508 Brooklyn Street,SHADES,Detroit,Wayne County,"Brooklyn Street, Detroit, MI, USA",m0494,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0494.jpg,42.32986,-83.062499,,Michigan,Corktown
513,1425 East Jefferson Avenue,JAKE MERTEN,Detroit,Wayne County,"East Jefferson Avenue, Detroit, MI, USA",m0404,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0404.jpg,42.334419,-83.031552,,Michigan,Lafayette Park
514,2640 Michigan Avenue,unknown,Detroit,Wayne County,"2640 Michigan Ave, Detroit, MI, USA",m0425,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0425.jpg,42.331614,-83.082758,,Michigan,Mexicantown - Southwest Detroit
515,Livernois & 8 Mile Green Acres,Michael Owen,Detroit,Wayne County,"Livernois Avenue, Detroit, MI, USA",m0438,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0438.jpg,42.445771,-83.141892,,Michigan,Detroit
516,3740 Joseph Campau Avenue,ASKEW,Detroit,Wayne County,"Joseph Campau Street, Detroit, MI, USA",m0481,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0481.jpg,42.358885,-83.032549,,Michigan,Detroit
517,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0533,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0533.jpg,42.308834,-83.120887,,Michigan,Springwells Village
518,14864 Mendota Street,SUMMER IN THE CITY,Detroit,Wayne County,"Detroit, MI, USA",m0428,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0428.jpg,42.398649,-83.164515,,Michigan,Detroit
519,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0460,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0460.jpg,42.398649,-83.164515,,Michigan,Detroit
520,14864 Mendota Street,FAILE,Detroit,Wayne County,"Detroit, MI, USA",m0572,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0572.jpg,42.398649,-83.164515,,Michigan,Detroit
521,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0474,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0474.jpg,42.398649,-83.164515,,Michigan,Detroit
522,7892 Chrysler Drive,"SEAN LUGO', 'SAVAGE HABIT",Detroit,Wayne County,"Russell Street, Detroit, MI, USA",m0449,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0449.jpg,42.378455,-83.062162,,Michigan,Milwaukee Junction
523,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0556,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0556.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
524,14864 Mendota Street,REVOK,Detroit,Wayne County,"Detroit, MI, USA",m0470,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0470.jpg,42.398649,-83.164515,,Michigan,Detroit
525,6800 Drake Street,WC BEVAN,Detroit,Wayne County,"Concord Avenue, Detroit, MI, USA",m0434,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0434.jpg,42.420972,-83.031706,Packard Automotive Plant,Michigan,Hamtramck
526,3659 Benson Street,unknown,Detroit,Wayne County,"Benson Street, Detroit, MI, USA",m0448,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0448.jpg,42.357926,-83.021146,,Michigan,McDougall - Hunt
527,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0559,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0559.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
528,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0589,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0589.jpg,42.398649,-83.164515,,Michigan,Detroit
529,3740 Joseph Campau Avenue,unknown,Detroit,Wayne County,"Joseph Campau Street, Detroit, MI, USA",m0454,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0454.jpg,42.358885,-83.032549,,Michigan,Detroit
530,14864 Mendota Street,NICOLE MACDONALD,Detroit,Wayne County,"Detroit, MI, USA",m0495,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0495.jpg,42.398649,-83.164515,,Michigan,Detroit
531,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0553,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0553.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
532,1 Gratiot Avenue,AYRZ,Detroit,Wayne County,"Farmer Street, Detroit, MI, USA",m0627,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0627.jpg,42.33341,-83.046667,,Michigan,Downtown Detroit
533,5995 Caniff Street,MALT,Detroit,Wayne County,"Caniff Street, Detroit, MI, USA",m0451,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0451.jpg,42.406298,-83.040262,,Michigan,Hamtramck
534,1471 Baldwin Street,unknown,Detroit,Wayne County,"Baldwin Street, Detroit, MI, USA",m0421,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0421.jpg,42.354675,-83.001157,,Michigan,Islandview
535,1570 West Seven Mile Road,SUMMER IN THE CITY,Detroit,Wayne County,"West 7 Mile Road, Detroit, MI, USA",m0695,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0695.jpg,42.431989,-83.122883,,Michigan,Palmer Woods
536,5203 Maplewood Avenue,FUMEROISM,Detroit,Wayne County,"Maplewood Avenue, Detroit, MI, USA",m0445,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0445.jpg,42.359458,-83.126666,,Michigan,Detroit
537,3740 Joseph Campau Avenue,DOLAN STERNS,Detroit,Wayne County,"Joseph Campau Street, Detroit, MI, USA",m0484,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0484.jpg,42.358885,-83.032549,,Michigan,Detroit
538,14864 Mendota Street,unknown,Detroit,Wayne County,"Detroit, MI, USA",m0532,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0532.jpg,42.398649,-83.164515,,Michigan,Detroit
539,780 Woodward Avenue,JULIEN DE CASABIANCA,Detroit,Wayne County,"Woodward Avenue, Detroit, MI, USA",m0618,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0618.jpg,42.331827,-83.046212,,Michigan,Downtown Detroit
540,395 Covington Drive,MICHELLE TANGUAY,Detroit,Wayne County,"2nd Avenue, Detroit, MI, USA",m0619,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0619.jpg,42.420234,-83.109554,,Michigan,Detroit
541,3740 Joseph Campau Avenue,unknown,Detroit,Wayne County,"Joseph Campau Street, Detroit, MI, USA",m0483,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0483.jpg,42.358885,-83.032549,,Michigan,Detroit
542,1230 Library Street,"ADRIAN FALKNER', 'TRISTAN EATON', 'HENSE', 'HOW', 'NOSM', 'CYRCLE', 'MR. JAGO', 'AUGUSTINE KOFIE', 'MAYA HAYUK', 'PUSH', 'DABS MYLA', 'SAM FRIEDMAN', 'MATT W. MOORE', 'SANER', 'INTERESNI KAZKI', 'LOGAN HICKS', 'LUCY MCLAUCHLAN', 'REMI ROUGH', 'VICTOR REYES', 'GAIA', 'WAIS', 'B.",Detroit,Wayne County,"Library Street, Detroit, MI, USA",m0551,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0551.jpg,42.33428,-83.046925,,Michigan,Downtown Detroit
543,15309 Novara Street,SHADIA,Detroit,Wayne County,"19601 Crusade Street, Detroit, MI, USA",m0605,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0605.jpg,42.439542,-82.962082,"For the last few months I've been volunteering with Life Remodeled to help beautify the Denby Neighborhood of Detroit. I worked community members and Life Remodeled staff to identify a location for the mural, and then came up with a design to fill the space. Yesterday, we completed the project and I'm so happy to say it was a huge success. This 100'x5' mural at Heilmann Recreation Center was created through the hard work of so many volunteers!!! I am grateful for the amazing help from some hardworking teens who volunteered alongside me to make this project happen. Thanks to Kush Paint Co. for donating the paint, and to Life Remodeled for organizing the event.""",Michigan,Detroit
544,7339 Lane Street,unknown,Detroit,Wayne County,"Lane Street, Detroit, MI, USA",m0536,https://raw.githubusercontent.com/cpenalosa/detroitmurals/images/m0536.jpg,42.308834,-83.120887,,Michigan,Springwells Village
